Ilan no,il,Emlak Tipi,m² (Brüt),m² (Net),Oda Sayısı,Bina Yaşı,Bulunduğu Kat,Kat Sayısı,Isıtma turu,Banyo Sayısı,Balkon sayisi,Asansör,Otopark,Site İçerisinde,Aidat (TL),Krediye Uygun,fiyat
1009360,Diyarbakır,Daire,136,117,2,25,3,4,Merkezi,1,1,False,False,False,145,True,461621
1007012,İzmir,Daire,85,76,3,0,1,4,Doğalgaz (Kombi),2,0,False,False,False,20,True,1018219
1006888,İstanbul,Daire,78,64,2,21,3,4,Doğalgaz (Kombi),1,1,False,True,False,117,True,1831496
1011336,İstanbul,Daire,69,56,2,0,1,13,Doğalgaz (Kombi),2,1,True,False,True,100,True,1775434
1012464,İstanbul,Daire,76,69,3,47,2,4,Yerden Isıtma,1,1,True,False,True,100,True,1651792
1014942,Gaziantep,Dükkan,102,78,0,49,2,15,Klima,1,3,True,True,False,48,False,577715
1004245,İstanbul,Daire,53,45,3,11,1,9,Doğalgaz (Kombi),1,0,True,False,True,157,True,810357
1001632,Ankara,Daire,126,107,3,17,12,17,Merkezi,2,0,True,False,True,153,True,1331859
1004062,İstanbul,Arsa,737,737,0,47,4,5,Doğalgaz (Kombi),1,2,False,False,False,0,False,7621503
1009375,Kayseri,Ofis,380,272,1,41,8,10,Soba,2,0,True,False,False,99,False,1439950
1013009,İstanbul,Daire,103,94,3,1,1,14,Doğalgaz (Kombi),2,1,True,False,True,100,True,1349585
1011887,Antalya,Daire,213,187,3,12,3,4,Klima,3,0,False,True,False,132,True,1799722
1012459,Mersin,Daire,137,100,1,24,5,16,Klima,1,2,True,False,False,62,True,871577
1005767,Diyarbakır,Daire,57,47,1,21,11,15,Doğalgaz (Kombi),2,2,True,True,False,0,True,285190
1003014,Ankara,Daire,227,202,2,26,8,17,Doğalgaz (Kombi),3,0,True,False,False,29,True,2498954
1010471,İzmir,Daire,205,182,3,69,3,10,Doğalgaz (Kombi),1,3,True,True,False,0,True,3194696
1003728,Samsun,Daire,147,108,3,52,6,16,Merkezi,1,1,True,True,True,723,True,554426
1013317,İzmir,Daire,164,147,2,5,4,5,Isıtma Yok,1,1,True,True,True,563,True,2480851
1003852,İstanbul,Daire,115,86,2,37,1,1,Klima,1,3,False,False,True,241,True,2743254
1006161,Bursa,Daire,89,74,4,45,9,10,Doğalgaz (Kombi),1,1,True,False,False,0,True,721794
1000099,İzmir,Villa,727,662,5,16,11,13,Merkezi,1,2,True,False,False,0,True,13587044
1012061,Malatya,Daire,215,192,3,29,15,17,Merkezi,1,2,False,True,False,134,True,594888
1008122,İstanbul,Daire,234,197,2,15,2,12,Soba,1,0,True,False,False,133,True,5335146
1014315,İstanbul,Dükkan,247,205,0,31,1,2,Doğalgaz (Kombi),2,0,True,False,False,59,False,5899508
1011820,İstanbul,Daire,234,193,3,26,3,4,Merkezi,1,2,False,True,False,57,True,9442030
1008373,Ankara,Daire,212,150,2,56,4,13,Doğalgaz (Kombi),1,1,True,False,False,42,True,1979379
1001035,Bursa,Daire,41,34,2,33,1,4,Isıtma Yok,1,3,False,False,True,174,False,337178
1014617,İstanbul,Daire,150,137,3,57,1,2,Doğalgaz (Kombi),2,1,True,True,True,100,True,2826129
1001744,İzmir,Daire,224,185,3,15,3,5,Merkezi,1,1,True,False,False,91,True,3280186
1004896,İzmir,Daire,174,144,1,3,0,5,Soba,1,2,True,False,False,152,True,2149948
1010475,Ankara,Ofis,400,332,1,38,0,8,Doğalgaz (Kombi),1,1,True,False,True,152,True,3955193
1004010,Mersin,Daire,109,80,4,39,0,2,Doğalgaz (Kombi),1,0,False,False,True,168,True,632718
1003919,Mersin,Daire,145,102,2,6,8,12,Doğalgaz (Kombi),1,1,True,False,False,251,True,634670
1001586,İstanbul,Daire,185,165,4,39,0,3,Doğalgaz (Kombi),2,3,True,False,False,54,True,3406108
1008900,İstanbul,Daire,135,123,3,26,7,12,Doğalgaz (Kombi),1,0,True,False,True,301,True,2328210
1004665,Gaziantep,Daire,119,85,3,72,3,6,Doğalgaz (Kombi),1,0,True,False,False,15,True,455603
1009604,Antalya,Ofis,53,41,3,20,11,14,Doğalgaz (Kombi),1,1,True,True,False,99,False,440467
1006550,Antalya,Daire,118,103,2,20,6,7,Klima,2,1,True,False,False,171,True,1704287
1000286,Mersin,Daire,146,111,3,57,2,13,Merkezi,1,0,True,False,True,259,True,437823
1013775,İstanbul,Daire,187,164,2,37,6,15,Merkezi,2,0,False,True,True,100,True,4461320
1013463,Ankara,Daire,150,107,2,43,9,15,Doğalgaz (Kombi),2,1,True,False,True,456,True,1838320
1014749,Bursa,Daire,124,103,2,16,1,6,Doğalgaz (Kombi),1,1,True,True,False,59,True,820729
1010949,İstanbul,Daire,184,129,3,10,5,6,Doğalgaz (Kombi),1,1,True,True,False,0,True,4151156
1013324,İstanbul,Daire,64,56,2,29,3,6,Merkezi,1,1,True,True,False,0,False,1765222
1014438,İstanbul,Villa,149,109,4,13,1,3,Doğalgaz (Kombi),1,1,False,True,False,13,True,4355721
1001623,Kayseri,Daire,228,179,3,24,5,10,Doğalgaz (Kombi),2,1,True,True,True,440,True,748136
1013413,Kayseri,Daire,238,203,2,50,10,16,Doğalgaz (Kombi),2,0,True,True,True,547,True,890706
1000351,Ankara,Dükkan,267,207,0,4,5,13,Klima,1,1,False,True,False,0,False,2434091
1014353,Bursa,Daire,180,150,3,64,6,10,Doğalgaz (Kombi),1,1,True,False,True,419,True,1629748
1003616,Konya,Daire,214,156,3,71,5,16,Doğalgaz (Kombi),3,1,True,False,False,0,True,1424036
1000566,İzmir,Daire,151,114,2,23,2,3,Doğalgaz (Kombi),2,1,False,False,True,100,True,1626578
1000914,İstanbul,Daire,168,153,2,33,2,17,Doğalgaz (Kombi),1,1,True,False,False,0,True,3712472
1004549,Kayseri,Ofis,66,54,3,17,0,2,Doğalgaz (Kombi),1,0,True,True,False,0,False,237304
1005781,Samsun,Daire,250,219,3,55,12,16,Soba,3,1,True,True,True,399,True,1180934
1002957,Mersin,Dükkan,65,56,0,36,3,6,Doğalgaz (Kombi),2,1,True,False,False,0,True,366141
1009224,Malatya,Daire,158,141,3,26,3,9,Doğalgaz (Kombi),1,1,False,True,False,95,True,360772
1007834,İstanbul,Arsa,1509,1509,0,49,1,4,Merkezi,1,1,True,False,False,56,True,19967577
1011001,Ankara,Daire,239,186,2,8,6,10,Doğalgaz (Kombi),1,1,True,False,False,76,True,2203578
1013958,Ankara,Daire,134,121,1,9,0,15,Doğalgaz (Kombi),2,1,False,True,False,30,False,1555703
1007743,Antalya,Arsa,840,840,0,34,0,8,Doğalgaz (Kombi),2,0,True,True,False,0,False,3564485
1001579,İzmir,Daire,185,160,3,8,4,9,Doğalgaz (Kombi),1,2,True,True,True,100,True,1889746
1013887,Konya,Daire,236,202,3,16,1,15,Soba,1,1,True,False,False,3,True,1116237
1001398,İzmir,Daire,98,89,3,12,5,6,Soba,1,2,True,False,False,107,True,1622373
1001530,Adana,Daire,158,135,4,24,11,14,Yerden Isıtma,1,1,True,True,False,0,True,1012745
1013880,Mersin,Daire,65,50,3,60,8,10,Soba,3,2,True,False,False,95,True,340644
1007793,İstanbul,Daire,113,99,2,35,4,10,Klima,3,1,True,False,False,53,False,2273025
1005350,Kayseri,Daire,222,187,4,42,8,14,Doğalgaz (Kombi),2,0,True,True,False,72,True,1171839
1001624,Antalya,Daire,49,41,4,79,0,2,Doğalgaz (Kombi),1,0,True,False,False,0,True,332108
1002525,Kayseri,Daire,186,137,2,29,0,3,Doğalgaz (Kombi),2,0,True,False,False,29,True,915141
1002227,Kayseri,Arsa,1332,1332,0,12,4,5,Doğalgaz (Kombi),1,0,True,False,False,0,False,4720654
1000487,Antalya,Daire,68,60,3,76,5,6,Doğalgaz (Kombi),1,0,True,False,False,0,True,588941
1003289,İzmir,Daire,189,132,1,1,3,4,Doğalgaz (Kombi),1,2,False,True,True,665,True,2579717
1012692,Ankara,Daire,240,179,4,47,10,14,Doğalgaz (Kombi),2,0,True,True,True,442,True,2061175
1000379,İzmir,Daire,103,89,4,69,0,15,Doğalgaz (Kombi),2,1,True,True,False,0,True,1080462
1011275,İstanbul,Daire,180,144,3,25,10,11,Doğalgaz (Kombi),1,1,True,True,False,206,True,2946469
1002968,Ankara,Daire,151,137,4,77,1,1,Klima,2,1,False,False,False,125,True,1827686
1005040,Gaziantep,Daire,139,116,3,15,11,16,Merkezi,2,1,True,True,False,87,True,437583
1014593,İstanbul,Daire,116,100,4,24,4,11,Doğalgaz (Kombi),1,1,True,True,False,0,True,1788300
1007305,İzmir,Daire,99,74,3,80,9,18,Doğalgaz (Kombi),2,1,True,True,False,0,True,825031
1000357,Mersin,Daire,233,186,3,51,0,11,Doğalgaz (Kombi),1,0,True,True,False,1,True,828064
1010157,Diyarbakır,Daire,36,31,2,42,9,11,Doğalgaz (Kombi),2,0,False,False,False,0,True,127245
1008299,İstanbul,Ofis,242,194,1,6,2,14,Merkezi,2,1,True,False,False,0,False,4598206
1010875,Eskişehir,Daire,104,84,3,39,4,8,Doğalgaz (Kombi),3,1,True,False,False,0,True,515015
1000047,İzmir,Daire,73,59,2,65,6,7,Doğalgaz (Kombi),1,0,True,False,False,139,True,880049
1006312,Malatya,Daire,182,129,2,36,0,9,Isıtma Yok,1,1,True,True,False,124,True,554280
1011656,Ankara,Villa,179,159,5,10,7,15,Isıtma Yok,1,0,True,True,False,93,True,2886234
1013567,Antalya,Arsa,1844,1844,0,10,0,3,Doğalgaz (Kombi),1,0,True,False,False,0,False,9953134
1000708,İstanbul,Daire,42,34,3,6,1,5,Doğalgaz (Kombi),1,1,True,True,True,100,True,1030257
1006298,Kayseri,Daire,78,55,3,48,2,10,Merkezi,2,1,True,False,False,38,True,382963
1003954,İstanbul,Daire,70,60,2,41,17,18,Merkezi,2,1,True,False,False,43,True,1730710
1000836,Bursa,Daire,109,78,2,40,7,9,Doğalgaz (Kombi),3,0,True,True,False,206,True,875123
1011544,Mersin,Arsa,1324,1324,0,12,14,15,Doğalgaz (Kombi),2,1,False,False,False,12,False,4712410
1002342,Samsun,Daire,192,175,4,39,5,10,Doğalgaz (Kombi),1,1,True,False,False,92,False,697771
1005729,Antalya,Daire,110,85,2,61,4,9,Merkezi,1,0,False,False,True,316,True,1057956
1012130,İstanbul,Ofis,120,90,1,75,2,8,Klima,1,1,True,False,False,134,False,2593635
1012436,İstanbul,Daire,142,108,2,28,2,3,Doğalgaz (Kombi),3,1,True,False,False,46,True,4259697
1007541,Eskişehir,Daire,88,72,3,4,10,13,Doğalgaz (Kombi),2,0,True,False,False,0,True,626202
1007403,İstanbul,Daire,167,143,5,23,0,17,Doğalgaz (Kombi),3,1,True,False,False,33,True,3520069
1006338,İstanbul,Daire,65,47,2,11,0,2,Doğalgaz (Kombi),1,0,False,True,False,57,True,1162901
1004960,İstanbul,Daire,41,36,4,46,13,15,Klima,1,1,True,True,True,278,True,956253
1012360,İzmir,Daire,211,190,3,3,1,6,Klima,2,1,True,False,False,100,True,3363629
1013619,İstanbul,Daire,195,139,5,64,6,11,Doğalgaz (Kombi),1,0,True,False,False,74,True,3734236
1014570,Ankara,Daire,165,128,2,3,4,17,Soba,1,0,True,False,False,39,True,1588259
1010368,İstanbul,Dükkan,251,193,0,4,4,15,Doğalgaz (Kombi),2,1,False,False,False,29,False,6237384
1012587,Samsun,Daire,39,28,5,60,1,4,Merkezi,1,1,False,True,False,115,False,206367
1004391,İzmir,Daire,80,61,3,48,9,10,Doğalgaz (Kombi),2,0,True,True,False,0,True,1284722
1008132,İstanbul,Daire,74,54,3,5,6,14,Merkezi,1,1,True,False,False,26,True,1699240
1013436,İzmir,Dükkan,199,168,0,42,11,12,Merkezi,1,1,False,True,False,167,True,2444107
1004900,Kayseri,Daire,141,100,4,8,0,2,Doğalgaz (Kombi),1,0,True,True,False,0,False,500173
1008607,Ankara,Villa,740,586,6,58,4,9,Soba,3,1,True,False,False,0,False,14089028
1006081,İstanbul,Daire,244,211,3,0,4,9,Doğalgaz (Kombi),2,1,True,False,False,16,True,6052516
1007013,Ankara,Daire,202,182,1,35,0,3,Doğalgaz (Kombi),1,1,False,False,False,127,True,2048892
1004058,Ankara,Ofis,48,39,3,9,0,4,Klima,1,2,False,False,False,0,True,492274
1006769,Adana,Daire,105,92,2,0,5,14,Merkezi,1,3,False,True,True,299,True,391039
1004921,İstanbul,Daire,57,41,2,0,1,2,Klima,1,2,True,False,True,100,True,1335390
1010990,Adana,Daire,105,91,2,40,5,16,Merkezi,3,1,True,False,False,0,True,729218
1011492,Kayseri,Daire,133,109,2,5,1,5,Merkezi,1,1,True,False,False,0,True,688717
1008683,Mersin,Villa,695,580,5,60,6,11,Doğalgaz (Kombi),1,3,True,False,False,0,True,6493802
1004315,Ankara,Daire,97,71,3,5,10,17,Doğalgaz (Kombi),1,1,True,False,False,221,True,1141645
1004743,Adana,Daire,107,90,3,35,0,14,Doğalgaz (Kombi),2,1,True,True,True,211,True,510253
1013929,İstanbul,Daire,163,138,3,15,0,12,Yerden Isıtma,1,0,True,False,False,46,True,4124669
1003838,Konya,Daire,191,137,3,0,0,2,Merkezi,2,2,False,False,False,126,True,876790
1001254,Ankara,Daire,160,146,4,80,3,11,Doğalgaz (Kombi),2,1,True,False,False,41,True,1979877
1004755,Adana,Daire,218,196,3,26,0,4,Merkezi,1,1,True,True,False,83,True,930726
1001475,İstanbul,Daire,159,140,2,55,1,3,Doğalgaz (Kombi),1,2,True,True,True,237,True,4009985
1014382,İstanbul,Daire,154,117,2,15,0,4,Doğalgaz (Kombi),1,1,False,False,True,143,True,2790241
1012314,İzmir,Daire,115,85,2,34,6,12,Doğalgaz (Kombi),1,1,True,True,False,0,True,1410714
1013924,İstanbul,Ofis,320,241,1,63,12,15,Doğalgaz (Kombi),1,1,False,False,False,56,False,5591572
1004866,Antalya,Daire,183,161,2,60,14,18,Doğalgaz (Kombi),1,2,True,False,False,116,True,1717859
1011156,İstanbul,Daire,177,141,3,41,8,9,Merkezi,1,1,True,False,False,0,True,2827167
1014342,İstanbul,Daire,67,49,2,4,0,5,Merkezi,1,2,True,True,False,43,False,1556706
1011094,İstanbul,Dükkan,294,245,0,24,6,18,Doğalgaz (Kombi),2,1,True,False,False,166,True,5959834
1003938,Kayseri,Daire,129,100,2,27,2,5,Doğalgaz (Kombi),1,1,True,False,False,97,True,594197
1010663,Bursa,Daire,227,185,2,25,5,12,Yerden Isıtma,2,2,True,False,False,8,False,1090598
1000304,İstanbul,Daire,194,145,4,1,1,15,Doğalgaz (Kombi),3,1,True,True,False,0,True,3098519
1002323,Bursa,Daire,95,77,2,5,13,15,Doğalgaz (Kombi),2,1,True,False,True,376,True,1076047
1008993,İzmir,Daire,121,100,3,34,0,16,Merkezi,1,1,True,False,False,131,True,1695336
1010915,Ankara,Daire,103,76,4,24,4,11,Isıtma Yok,1,1,True,True,False,0,True,484254
1014412,Konya,Daire,176,127,3,28,7,10,Doğalgaz (Kombi),1,1,True,True,False,0,True,898290
1006486,Bursa,Daire,77,70,3,32,10,11,Yerden Isıtma,1,0,True,False,False,48,True,470268
1014472,İstanbul,Daire,93,68,1,66,11,13,Soba,3,2,True,True,True,100,True,1601121
1013217,Konya,Daire,39,29,3,71,1,3,Doğalgaz (Kombi),2,1,False,False,False,48,True,208156
1011792,Antalya,Daire,88,73,2,77,4,6,Isıtma Yok,2,1,True,True,False,73,False,936563
1006259,Diyarbakır,Daire,47,39,3,18,3,9,Klima,1,1,True,True,False,26,True,154666
1001739,Ankara,Dükkan,184,165,0,22,0,18,Klima,1,0,False,False,False,135,True,1336453
1013156,Ankara,Villa,291,263,5,58,6,14,Doğalgaz (Kombi),1,0,True,True,False,0,True,3911008
1012669,Ankara,Daire,151,126,3,31,1,2,Doğalgaz (Kombi),1,1,False,False,False,161,True,2136342
1006580,Ankara,Daire,122,93,3,64,4,8,Doğalgaz (Kombi),1,1,True,False,True,365,True,1186068
1013993,Konya,Dükkan,44,35,0,2,12,16,Soba,1,0,False,False,False,19,True,260755
1003274,Antalya,Daire,213,153,3,52,3,16,Doğalgaz (Kombi),1,1,True,True,False,0,False,2020694
1010845,İzmir,Daire,206,164,2,4,9,17,Doğalgaz (Kombi),1,3,True,True,False,0,True,3007466
1002167,Antalya,Dükkan,256,183,0,57,6,9,Soba,2,2,False,False,False,79,True,2125905
1001393,İstanbul,Daire,223,194,1,59,3,6,Doğalgaz (Kombi),3,1,True,True,True,514,True,5529496
1005524,İstanbul,Daire,161,140,1,2,3,16,Doğalgaz (Kombi),2,2,True,False,False,93,True,3337994
1002543,İstanbul,Daire,224,169,3,14,1,3,Isıtma Yok,1,0,True,True,False,65,True,5816791
1012801,İstanbul,Dükkan,150,137,0,22,1,2,Merkezi,1,1,False,False,False,44,False,4435741
1007520,Adana,Daire,216,164,3,64,1,2,Yerden Isıtma,2,0,False,False,True,130,True,955860
1006006,Mersin,Dükkan,101,86,0,58,6,8,Doğalgaz (Kombi),2,1,False,False,False,0,True,534244
1001270,Antalya,Daire,198,149,3,15,1,1,Doğalgaz (Kombi),1,1,False,False,True,193,True,2310186
1002140,İzmir,Dükkan,49,40,0,16,8,15,Doğalgaz (Kombi),3,1,True,True,False,187,True,688876
1013549,Kayseri,Daire,51,44,1,58,3,16,Doğalgaz (Kombi),1,1,True,True,False,142,True,141511
1006803,Malatya,Dükkan,139,105,0,20,0,6,Merkezi,1,1,True,True,False,21,False,645046
1013561,Adana,Daire,47,40,1,19,10,17,Doğalgaz (Kombi),1,1,True,True,False,137,True,263088
1006264,Ankara,Daire,170,138,3,13,6,16,Soba,2,1,False,True,False,90,True,1870615
1014711,Adana,Daire,134,113,3,11,6,8,Klima,2,3,True,True,False,0,False,835962
1006786,Eskişehir,Daire,117,92,2,32,9,15,Soba,1,1,True,False,True,132,True,576607
1009942,Samsun,Daire,198,173,5,28,1,4,Soba,2,1,False,False,False,39,True,671335
1006904,Ankara,Daire,129,94,3,4,9,16,Doğalgaz (Kombi),1,1,True,True,False,199,True,1616952
1011709,İstanbul,Ofis,53,48,3,0,1,9,Merkezi,1,1,True,False,False,19,True,877284
1011274,Ankara,Daire,130,104,3,0,6,14,Doğalgaz (Kombi),1,1,True,False,True,679,True,1482445
1008934,İzmir,Daire,200,179,1,26,9,10,Doğalgaz (Kombi),1,0,True,True,False,71,True,2203699
1014784,İstanbul,Daire,237,197,2,48,2,4,Klima,2,0,False,False,True,253,True,4067991
1008598,Ankara,Daire,57,50,3,40,12,18,Doğalgaz (Kombi),2,1,True,True,True,165,True,431410
1014468,Eskişehir,Daire,217,170,2,41,0,4,Doğalgaz (Kombi),1,1,False,False,False,0,True,1834204
1007944,Samsun,Daire,149,123,4,9,0,2,Soba,3,0,False,False,True,210,True,667164
1002390,Ankara,Daire,170,132,3,23,15,17,Soba,3,1,True,True,False,192,True,1392150
1009483,İstanbul,Daire,81,73,4,35,12,16,Doğalgaz (Kombi),1,0,True,False,False,0,True,1893314
1007063,Adana,Daire,239,203,3,61,0,11,Soba,1,1,True,False,True,612,True,1148857
1009559,İstanbul,Ofis,322,248,2,6,2,6,Isıtma Yok,1,1,True,True,False,240,False,4337458
1013918,İstanbul,Daire,66,61,5,6,4,11,Yerden Isıtma,3,3,True,True,False,53,True,1497515
1009931,Konya,Ofis,276,204,1,25,9,10,Doğalgaz (Kombi),1,2,True,False,False,224,True,1156387
1007042,İzmir,Ofis,359,252,2,2,1,6,Merkezi,1,1,True,False,False,0,True,5876439
1012520,İzmir,Daire,159,126,3,10,0,16,Merkezi,3,1,True,False,False,0,True,2036476
1012404,Ankara,Arsa,1258,1258,0,36,3,4,Doğalgaz (Kombi),1,0,False,True,False,27,True,6000484
1008215,Eskişehir,Arsa,212,212,0,63,1,1,Doğalgaz (Kombi),1,0,False,True,False,111,False,562840
1006051,Bursa,Dükkan,185,138,0,11,2,7,Doğalgaz (Kombi),1,1,False,True,False,0,False,1093062
1006977,Gaziantep,Daire,204,171,2,62,1,9,Doğalgaz (Kombi),2,2,True,False,False,213,True,1179323
1013301,Antalya,Daire,205,167,2,44,7,16,Doğalgaz (Kombi),1,1,True,False,True,393,True,1716532
1006270,İstanbul,Daire,242,188,3,41,4,17,Klima,1,3,False,False,False,0,True,4221066
1007453,Antalya,Daire,236,176,5,26,8,9,Doğalgaz (Kombi),1,1,True,True,False,103,True,2177474
1007271,İstanbul,Daire,134,117,3,47,1,4,Doğalgaz (Kombi),1,2,False,False,False,81,True,2709168
1012368,Adana,Daire,241,181,3,41,4,7,Doğalgaz (Kombi),1,0,True,True,True,438,True,1024466
1004123,Bursa,Daire,208,151,4,0,1,1,Doğalgaz (Kombi),2,2,False,False,False,104,True,1587651
1001139,Ankara,Daire,170,145,4,15,0,10,Merkezi,2,2,True,True,False,60,True,1609042
1005292,Mersin,Daire,82,61,2,9,1,17,Soba,2,0,True,True,False,7,True,365852
1007747,İstanbul,Dükkan,268,236,0,59,5,12,Merkezi,2,1,True,True,False,162,True,8046854
1012714,Ankara,Ofis,110,80,1,33,1,2,Doğalgaz (Kombi),1,0,False,True,False,0,False,867602
1010263,Bursa,Daire,94,84,3,46,2,3,Klima,2,1,False,False,False,0,True,783414
1011273,İzmir,Daire,98,84,3,56,0,2,Doğalgaz (Kombi),1,2,False,False,True,100,True,1188126
1005528,İzmir,Daire,188,148,2,37,10,14,Merkezi,1,1,True,False,False,149,False,2469764
1000828,Diyarbakır,Daire,215,168,3,27,0,4,Isıtma Yok,2,2,False,False,False,0,True,558788
1014682,Ankara,Daire,68,57,2,35,5,13,Doğalgaz (Kombi),2,3,True,False,True,295,True,1035726
1003753,Gaziantep,Daire,109,90,3,8,1,2,Klima,1,0,False,False,True,167,True,530023
1007640,Bursa,Daire,78,65,1,2,12,14,Doğalgaz (Kombi),2,2,False,True,False,186,True,513785
1012036,İstanbul,Daire,112,101,1,54,5,9,Isıtma Yok,2,1,True,False,False,159,True,2332802
1012214,İstanbul,Daire,249,201,1,11,4,8,Doğalgaz (Kombi),1,1,True,True,True,298,False,6504716
1001261,Adana,Daire,191,167,1,33,7,12,Merkezi,1,2,True,True,False,5,True,1707185
1004441,İzmir,Daire,224,165,3,67,11,15,Doğalgaz (Kombi),1,0,True,False,False,126,True,3082588
1008581,Bursa,Daire,195,150,2,4,0,6,Doğalgaz (Kombi),1,1,True,False,False,25,True,1143863
1007247,Ankara,Daire,214,191,3,53,1,1,Merkezi,2,1,False,False,False,109,True,1948853
1011623,Gaziantep,Dükkan,64,50,0,57,0,16,Soba,2,2,False,False,False,129,True,390577
1009820,İstanbul,Daire,244,177,4,16,11,15,Doğalgaz (Kombi),2,1,True,True,False,0,True,4875687
1011513,Eskişehir,Daire,179,145,1,43,9,12,Yerden Isıtma,2,0,True,False,True,171,True,1212645
1014427,İstanbul,Daire,152,117,4,55,3,4,Doğalgaz (Kombi),3,1,True,False,False,51,True,3647160
1002589,Adana,Daire,42,30,4,70,3,5,Doğalgaz (Kombi),1,2,True,True,False,39,False,220731
1014004,Antalya,Daire,162,133,1,38,9,17,Merkezi,1,1,True,True,False,9,False,1313174
1007324,Malatya,Daire,67,52,3,48,1,2,Merkezi,1,2,True,False,False,67,True,245822
1009403,Samsun,Daire,63,50,2,36,1,2,Doğalgaz (Kombi),2,0,False,False,True,156,True,313239
1011843,İstanbul,Daire,100,86,4,29,2,3,Merkezi,1,3,False,False,False,141,True,1780231
1005406,İstanbul,Daire,136,117,3,16,3,8,Soba,2,1,True,True,False,0,False,3608092
1002802,Adana,Daire,55,48,1,60,6,8,Soba,2,2,True,False,False,35,True,256450
1006423,İstanbul,Daire,53,48,2,66,5,8,Doğalgaz (Kombi),2,1,True,False,True,364,True,1045288
1005794,Konya,Daire,211,148,3,18,14,17,Doğalgaz (Kombi),3,1,True,True,False,0,True,1101252
1002684,İstanbul,Daire,246,187,2,27,1,5,Klima,2,2,False,True,False,72,True,7252285
1009902,İzmir,Daire,133,116,2,33,0,3,Klima,2,3,True,False,False,160,True,1171710
1008817,İstanbul,Daire,221,195,4,80,8,11,Merkezi,2,2,True,True,False,121,True,5546666
1003307,İstanbul,Daire,162,115,2,43,2,12,Doğalgaz (Kombi),2,0,True,True,True,142,True,3994646
1013898,İstanbul,Daire,40,34,2,63,2,3,Doğalgaz (Kombi),1,0,True,True,False,0,True,769396
1004862,İstanbul,Ofis,359,272,1,9,5,16,Doğalgaz (Kombi),1,1,True,False,False,64,False,6402452
1009737,Trabzon,Daire,103,88,5,29,1,6,Merkezi,2,0,True,False,False,42,True,333055
1000476,İstanbul,Daire,122,101,2,8,4,6,Doğalgaz (Kombi),2,1,True,False,False,77,True,1411576
1011396,İstanbul,Daire,118,102,2,25,3,8,Merkezi,1,1,True,True,False,0,False,2155747
1004561,Adana,Daire,194,142,2,34,6,10,Soba,3,1,False,False,True,505,True,891923
1008196,Ankara,Daire,172,145,2,46,9,14,Doğalgaz (Kombi),1,1,True,False,True,709,True,1445862
1002009,Gaziantep,Villa,637,482,3,31,12,17,Doğalgaz (Kombi),3,2,False,True,False,168,True,5666548
1004115,Antalya,Dükkan,164,137,0,60,6,13,Doğalgaz (Kombi),1,1,True,True,False,73,True,1838809
1009594,Kayseri,Daire,232,189,1,20,4,10,Doğalgaz (Kombi),1,1,True,True,True,410,True,844211
1008788,İstanbul,Daire,240,171,2,2,2,9,Merkezi,2,0,True,False,False,19,False,4746104
1004706,İstanbul,Daire,149,127,3,33,10,11,Doğalgaz (Kombi),1,1,True,False,True,100,True,3968605
1000339,Bursa,Daire,206,166,2,5,4,5,Merkezi,2,0,True,True,False,20,True,1647207
1003804,Eskişehir,Daire,68,53,2,26,2,15,Soba,1,1,True,False,False,114,True,510380
1007514,İstanbul,Daire,223,201,3,44,12,17,Isıtma Yok,1,1,True,False,False,61,True,5123930
1001683,İstanbul,Daire,47,38,2,62,3,11,Doğalgaz (Kombi),2,1,True,False,False,0,True,1225441
1004984,İstanbul,Daire,192,174,1,29,6,17,Doğalgaz (Kombi),2,0,True,False,False,7,True,4179093
1000794,İstanbul,Daire,84,66,3,24,10,14,Doğalgaz (Kombi),3,1,True,True,False,40,True,2250986
